comune,provincia,regione,url,L'ALTRA EMILIA ROMAGNA,L'ALTRA EMILIA ROMAGNA_perc,MOVIMENTO 3V VACCINI VOGLIAMO VERITA',MOVIMENTO 3V VACCINI VOGLIAMO VERITA'_perc,POTERE AL POPOLO!,POTERE AL POPOLO!_perc,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE_perc,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO_perc,VOLT EMILIA-ROMAGNA,VOLT EMILIA-ROMAGNA_perc,+EUROPA - PSI - PRI,+EUROPA - PSI - PRI_perc,BONACCINI PRESIDENTE,BONACCINI PRESIDENTE_perc,EMILIA-ROMAGNA CORAGGIOSA ECOLOGISTA PROGRESSISTA,EMILIA-ROMAGNA CORAGGIOSA ECOLOGISTA PROGRESSISTA_perc,EUROPA VERDE,EUROPA VERDE_perc,PARTITO COMUNISTA,PARTITO COMUNISTA_perc,LEGA,LEGA_perc,FORZA ITALIA,FORZA ITALIA_perc,PROGETTO EMILIA-ROMAGNA RETE CIVICA BORGONZONI PRESIDENTE,PROGETTO EMILIA-ROMAGNA RETE CIVICA BORGONZONI PRESIDENTE_perc,FRATELLI D'ITALIA,FRATELLI D'ITALIA_perc,IL POPOLO DELLA FAMIGLIA - CAMBIAMO!,IL POPOLO DELLA FAMIGLIA - CAMBIAMO!_perc,GIOVANI PER L'AMBIENTE,GIOVANI PER L'AMBIENTE_perc,TESORO CALABRIA CARLO TANSI PRESIDENTE,TESORO CALABRIA CARLO TANSI PRESIDENTE_perc,CALABRIA PULITA CON CARLO TANSI,CALABRIA PULITA CON CARLO TANSI_perc,CALABRIA LIBERA CON CARLO TANSI,CALABRIA LIBERA CON CARLO TANSI_perc,IO RESTO IN CALABRIA CON CALLIPO,IO RESTO IN CALABRIA CON CALLIPO_perc,DEMOCRATICI PROGRESSISTI CALABRIA,DEMOCRATICI PROGRESSISTI CALABRIA_perc,FORZA ITALIA BERLUSCONI PER SANTELLI,FORZA ITALIA BERLUSCONI PER SANTELLI_perc,JOLE SANTELLI PRESIDENTE,JOLE SANTELLI PRESIDENTE_perc,LEGA SALVINI CALABRIA,LEGA SALVINI CALABRIA_perc,GIORGIA MELONI FRATELLI D'ITALIA,GIORGIA MELONI FRATELLI D'ITALIA_perc,CASA DELLE LIBERTA',CASA DELLE LIBERTA'_perc,CALABRIA LIBERTAS UNIONE DI CENTRO,CALABRIA LIBERTAS UNIONE DI CENTRO_perc,LIBERI DI CAMBIARE CALABRIA CIVICA AIELL,LIBERI DI CAMBIARE CALABRIA CIVICA AIELL_perc,MOVIMENTO 5 STELLE ILBLOGDELLESTELLE.IT,MOVIMENTO 5 STELLE ILBLOGDELLESTELLE.IT_perc,LUGLI STEFANO_total_votes,LUGLI STEFANO_total_perc,BATTAGLIA DOMENICO_total_votes,BATTAGLIA DOMENICO_total_perc,COLLOT MARTA_total_votes,COLLOT MARTA_total_perc,BENINI SIMONE_total_votes,BENINI SIMONE_total_perc,BONACCINI STEFANO_total_votes,BONACCINI STEFANO_total_perc,BERGAMINI LAURA_total_votes,BERGAMINI LAURA_total_perc,BORGONZONI LUCIA_total_votes,BORGONZONI LUCIA_total_perc,TANSI CARLO_total_votes,TANSI CARLO_total_perc,CALLIPO FILIPPO_total_votes,CALLIPO FILIPPO_total_perc,SANTELLI JOLE_total_votes,SANTELLI JOLE_total_perc,AIELLO FRANCESCO_total_votes,AIELLO FRANCESCO_total_perc
SALSOMAGGIORE TERME,,,,29,0.3,12,0.13,34,0.35,423,4.41,2143,22.36,12,0.13,85,0.89,429,4.48,235,2.45,139,1.45,61,0.64,3811,39.77,219,2.29,142,1.48,869,9.07,131,1.37,18,0.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25,0.26,10,0.1,33,0.34,345,3.6,3608,37.65,66,0.69,5326,55.58,0,0.0,0,0.0,0,0.0,0,0.0
SAN SECONDO PARMENSE,,,,6,0.2,5,0.17,10,0.33,118,3.91,754,25.0,17,0.56,27,0.9,130,4.31,57,1.89,76,2.52,17,0.56,1220,40.45,45,1.49,61,2.02,197,6.53,12,0.4,7,0.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.1,3,0.1,9,0.3,96,3.18,1217,40.35,17,0.56,1585,52.55,0,0.0,0,0.0,0,0.0,0,0.0
SISSA TRECASALI,,,,12,0.3,10,0.25,13,0.32,160,3.94,946,23.28,4,0.1,53,1.3,160,3.94,61,1.5,69,1.7,25,0.62,1617,39.8,87,2.14,78,1.92,331,8.15,27,0.66,8,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.2,10,0.25,14,0.34,136,3.35,1531,37.68,28,0.69,2236,55.03,0,0.0,0,0.0,0,0.0,0,0.0
SOLIGNANO,,,,3,0.33,3,0.33,3,0.33,31,3.38,213,23.23,5,0.55,10,1.09,24,2.62,13,1.42,8,0.87,6,0.65,432,47.11,21,2.29,21,2.29,66,7.2,2,0.22,4,0.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.11,2,0.22,3,0.33,23,2.51,307,33.48,6,0.65,558,60.85,0,0.0,0,0.0,0,0.0,0,0.0
SORAGNA,,,,15,0.56,4,0.15,6,0.22,84,3.13,510,19.0,6,0.22,36,1.34,142,5.29,27,1.01,41,1.53,32,1.19,958,35.69,53,1.97,364,13.56,169,6.3,17,0.63,10,0.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.19,4,0.15,7,0.26,66,2.46,883,32.9,34,1.27,1622,60.43,0,0.0,0,0.0,0,0.0,0,0.0
SORBOLO MEZZANI,,,,33,0.51,10,0.15,24,0.37,356,5.49,1879,28.99,22,0.34,94,1.45,267,4.12,129,1.99,95,1.47,44,0.68,2078,32.06,139,2.14,129,1.99,513,7.92,17,0.26,9,0.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26,0.4,8,0.12,16,0.25,279,4.3,2960,45.67,44,0.68,3018,46.57,0,0.0,0,0.0,0,0.0,0,0.0
TERENZO,,,,0,0.0,2,0.31,0,0.0,18,2.79,161,24.96,0,0.0,5,0.78,26,4.03,9,1.4,11,1.71,7,1.09,281,43.57,6,0.93,12,1.86,46,7.13,0,0.0,1,0.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.16,3,0.47,0,0.0,13,2.02,238,36.9,4,0.62,367,56.9,0,0.0,0,0.0,0,0.0,0,0.0
TIZZANO VAL PARMA,,,,5,0.44,3,0.26,3,0.26,19,1.66,292,25.44,1,0.09,15,1.31,109,9.49,15,1.31,4,0.35,11,0.96,452,39.37,21,1.83,26,2.26,68,5.92,5,0.44,2,0.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.52,2,0.17,3,0.26,17,1.48,471,41.03,11,0.96,601,52.35,0,0.0,0,0.0,0,0.0,0,0.0
TORNOLO,,,,0,0.0,0,0.0,2,0.34,7,1.21,119,20.52,1,0.17,3,0.52,7,1.21,3,0.52,7,1.21,4,0.69,324,55.86,6,1.03,6,1.03,55,9.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.52,7,1.21,159,27.41,1,0.17,399,68.79,0,0.0,0,0.0,0,0.0,0,0.0
TORRILE,,,,67,1.83,18,0.49,13,0.36,186,5.09,934,25.56,7,0.19,49,1.34,117,3.2,71,1.94,36,0.99,27,0.74,1250,34.21,59,1.61,78,2.13,324,8.87,26,0.71,10,0.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29,0.79,20,0.55,8,0.22,155,4.24,1504,41.16,29,0.79,1810,49.53,0,0.0,0,0.0,0,0.0,0,0.0
TRAVERSETOLO,,,,8,0.16,17,0.34,15,0.3,184,3.63,1214,23.95,15,0.3,52,1.03,223,4.4,133,2.62,76,1.5,31,0.61,2012,39.69,83,1.64,69,1.36,501,9.88,7,0.14,10,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.16,19,0.37,18,0.36,146,2.88,1994,39.34,30,0.59,2758,54.41,0,0.0,0,0.0,0,0.0,0,0.0
VALMOZZOLA,,,,3,0.97,1,0.32,2,0.65,19,6.17,61,19.81,1,0.32,1,0.32,10,3.25,4,1.3,7,2.27,4,1.3,158,51.3,1,0.32,8,2.6,12,3.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.65,2,0.65,0,0.0,18,5.84,98,31.82,1,0.32,181,58.77,0,0.0,0,0.0,0,0.0,0,0.0
VARANO DE' MELEGARI,,,,13,0.89,5,0.34,4,0.27,48,3.29,407,27.91,4,0.27,17,1.17,57,3.91,22,1.51,18,1.23,10,0.69,591,40.53,20,1.37,22,1.51,101,6.93,4,0.27,6,0.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.69,5,0.34,3,0.21,34,2.33,613,42.04,12,0.82,750,51.44,0,0.0,0,0.0,0,0.0,0,0.0
VARSI,,,,0,0.0,3,0.45,0,0.0,8,1.19,152,22.55,0,0.0,6,0.89,22,3.26,1,0.15,7,1.04,6,0.89,329,48.81,17,2.52,13,1.93,46,6.82,7,1.04,1,0.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.3,1,0.15,6,0.89,213,31.6,7,1.04,430,63.8,0,0.0,0,0.0,0,0.0,0,0.0
VALSAMOGGIA,,,,84,0.49,87,0.51,79,0.46,749,4.38,6714,39.3,47,0.28,223,1.31,673,3.94,630,3.69,300,1.76,120,0.7,4164,24.38,277,1.62,312,1.83,1120,6.56,0,0.0,38,0.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50,0.29,80,0.47,72,0.42,553,3.24,9691,56.73,111,0.65,6115,35.8,0,0.0,0,0.0,0,0.0,0,0.0
VERGATO,,,,19,0.47,11,0.27,12,0.3,188,4.64,1115,27.52,8,0.2,103,2.54,158,3.9,192,4.74,50,1.23,28,0.69,1430,35.29,93,2.3,56,1.38,263,6.49,0,0.0,8,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.35,8,0.2,8,0.2,129,3.18,1862,45.95,26,0.64,1916,47.29,0,0.0,0,0.0,0,0.0,0,0.0
ZOLA PREDOSA,,,,32,0.28,60,0.53,49,0.43,504,4.43,4483,39.42,45,0.4,261,2.3,512,4.5,429,3.77,265,2.33,49,0.43,2383,20.96,221,1.94,151,1.33,818,7.19,0,0.0,19,0.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,0.19,55,0.48,35,0.31,383,3.37,6882,60.52,44,0.39,3737,32.86,0,0.0,0,0.0,0,0.0,0,0.0
ALBINEA,,,,29,0.52,0,0.0,0,0.0,195,3.52,2177,39.35,22,0.4,97,1.75,312,5.64,242,4.37,150,2.71,39,0.7,1277,23.08,95,1.72,91,1.64,376,6.8,35,0.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,0.38,0,0.0,0,0.0,154,2.78,3254,58.82,33,0.6,1936,35.0,0,0.0,0,0.0,0,0.0,0,0.0
BAGNOLO IN PIANO,,,,12,0.24,0,0.0,0,0.0,272,5.44,2031,40.64,17,0.34,70,1.4,258,5.16,245,4.9,81,1.62,41,0.82,1193,23.87,80,1.6,63,1.26,253,5.06,27,0.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.18,0,0.0,0,0.0,213,4.26,2988,59.78,38,0.76,1637,32.75,0,0.0,0,0.0,0,0.0,0,0.0
AGAZZANO,,,,3,0.31,3,0.31,0,0.0,19,1.94,176,18.01,0,0.0,8,0.82,39,3.99,61,6.24,6,0.61,0,0.0,425,43.5,32,3.28,5,0.51,128,13.1,0,0.0,4,0.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.31,3,0.31,0,0.0,19,1.94,319,32.65,0,0.0,602,61.62,0,0.0,0,0.0,0,0.0,0,0.0
ALSENO,,,,6,0.23,11,0.42,0,0.0,97,3.72,525,20.11,3,0.11,19,0.73,65,2.49,30,1.15,21,0.8,0,0.0,1240,47.49,95,3.64,25,0.96,297,11.37,0,0.0,7,0.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.15,12,0.46,0,0.0,84,3.22,774,29.64,0,0.0,1679,64.3,0,0.0,0,0.0,0,0.0,0,0.0
ALTA VAL TIDONE,,,,9,0.53,4,0.24,0,0.0,37,2.18,292,17.24,1,0.06,16,0.94,48,2.83,56,3.31,13,0.77,0,0.0,752,44.39,84,4.96,2,0.12,278,16.41,0,0.0,5,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.3,2,0.12,0,0.0,32,1.89,472,27.86,0,0.0,1138,67.18,0,0.0,0,0.0,0,0.0,0,0.0
BESENZONE,,,,2,0.37,1,0.19,0,0.0,24,4.48,67,12.5,1,0.19,2,0.37,10,1.87,6,1.12,2,0.37,0,0.0,311,58.02,18,3.36,6,1.12,55,10.26,0,0.0,1,0.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.37,1,0.19,0,0.0,19,3.54,107,19.96,0,0.0,390,72.76,0,0.0,0,0.0,0,0.0,0,0.0
BETTOLA,,,,2,0.13,6,0.39,0,0.0,33,2.15,209,13.62,1,0.07,5,0.33,36,2.35,92,5.99,7,0.46,0,0.0,796,51.86,28,1.82,12,0.78,179,11.66,0,0.0,2,0.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07,6,0.39,0,0.0,27,1.76,394,25.67,0,0.0,1038,67.62,0,0.0,0,0.0,0,0.0,0,0.0
BOBBIO,,,,5,0.24,1,0.05,0,0.0,31,1.5,284,13.79,1,0.05,9,0.44,365,17.72,144,6.99,11,0.53,0,0.0,862,41.84,31,1.5,5,0.24,138,6.7,0,0.0,5,0.24,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.19,1,0.05,0,0.0,26,1.26,860,41.75,0,0.0,1081,52.48,0,0.0,0,0.0,0,0.0,0,0.0
BORGONOVO VAL TIDONE,,,,6,0.17,13,0.37,0,0.0,89,2.5,732,20.6,5,0.14,31,0.87,115,3.24,125,3.52,27,0.76,0,0.0,1557,43.82,118,3.32,29,0.82,467,13.14,0,0.0,16,0.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.11,13,0.37,0,0.0,77,2.17,1168,32.87,0,0.0,2212,62.26,0,0.0,0,0.0,0,0.0,0,0.0
CADEO,,,,6,0.2,15,0.49,0,0.0,102,3.36,560,18.47,9,0.3,12,0.4,73,2.41,79,2.61,22,0.73,0,0.0,1429,47.13,74,2.44,113,3.73,302,9.96,0,0.0,7,0.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.13,15,0.49,0,0.0,85,2.8,880,29.02,0,0.0,1956,64.51,0,0.0,0,0.0,0,0.0,0,0.0
CALENDASCO,,,,4,0.31,2,0.15,0,0.0,36,2.77,270,20.8,0,0.0,9,0.69,48,3.7,34,2.62,13,1.0,0,0.0,585,45.07,30,2.31,12,0.92,147,11.33,0,0.0,7,0.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.31,2,0.15,0,0.0,31,2.39,431,33.2,0,0.0,794,61.17,0,0.0,0,0.0,0,0.0,0,0.0
CAORSO,,,,3,0.12,6,0.24,0,0.0,71,2.85,484,19.46,5,0.2,24,0.97,39,1.57,56,2.25,17,0.68,0,0.0,1125,45.24,40,1.61,29,1.17,433,17.41,0,0.0,5,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.08,10,0.4,0,0.0,62,2.49,710,28.55,0,0.0,1641,65.98,0,0.0,0,0.0,0,0.0,0,0.0
CARPANETO PIACENTINO,,,,7,0.17,6,0.14,0,0.0,129,3.08,692,16.5,10,0.24,24,0.57,103,2.46,71,1.69,40,0.95,0,0.0,2029,48.37,113,2.69,35,0.83,714,17.02,0,0.0,7,0.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.14,8,0.19,0,0.0,114,2.72,1058,25.22,0,0.0,2936,69.99,0,0.0,0,0.0,0,0.0,0,0.0
CASTELL'ARQUATO,,,,12,0.45,10,0.37,0,0.0,80,2.97,583,21.63,7,0.26,25,0.93,42,1.56,45,1.67,24,0.89,0,0.0,1292,47.94,61,2.26,21,0.78,309,11.47,0,0.0,14,0.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.26,11,0.41,0,0.0,74,2.75,831,30.83,0,0.0,1725,64.01,0,0.0,0,0.0,0,0.0,0,0.0
CASTEL SAN GIOVANNI,,,,21,0.36,10,0.17,0,0.0,167,2.83,1152,19.54,11,0.19,49,0.83,288,4.88,118,2.0,55,0.93,0,0.0,2753,46.68,144,2.44,32,0.54,675,11.45,0,0.0,9,0.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,0.32,11,0.19,0,0.0,154,2.61,1897,32.17,0,0.0,3686,62.51,0,0.0,0,0.0,0,0.0,0,0.0
CASTELVETRO PIACENTINO,,,,14,0.54,5,0.19,0,0.0,84,3.24,595,22.96,4,0.15,10,0.39,51,1.97,30,1.16,22,0.85,0,0.0,1181,45.58,70,2.7,23,0.89,302,11.66,0,0.0,4,0.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.23,5,0.19,0,0.0,76,2.93,812,31.34,0,0.0,1626,62.76,0,0.0,0,0.0,0,0.0,0,0.0
CERIGNALE,,,,0,0.0,0,0.0,0,0.0,0,0.0,5,6.1,0,0.0,0,0.0,0,0.0,50,60.98,0,0.0,0,0.0,12,14.63,1,1.22,1,1.22,6,7.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,49,59.76,0,0.0,26,31.71,0,0.0,0,0.0,0,0.0,0,0.0
COLI,,,,2,0.38,1,0.19,0,0.0,11,2.12,83,15.96,2,0.38,4,0.77,38,7.31,32,6.15,3,0.58,0,0.0,252,48.46,7,1.35,4,0.77,51,9.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.38,1,0.19,0,0.0,12,2.31,177,34.04,0,0.0,318,61.15,0,0.0,0,0.0,0,0.0,0,0.0
CORTE BRUGNATELLA,,,,3,0.86,0,0.0,0,0.0,5,1.43,49,14.0,0,0.0,1,0.29,23,6.57,51,14.57,1,0.29,0,0.0,134,38.29,3,0.86,3,0.86,58,16.57,0,0.0,4,1.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.57,0,0.0,0,0.0,6,1.71,125,35.71,0,0.0,207,59.14,0,0.0,0,0.0,0,0.0,0,0.0
CORTEMAGGIORE,,,,8,0.36,4,0.18,0,0.0,62,2.81,473,21.47,4,0.18,26,1.18,54,2.45,30,1.36,12,0.54,0,0.0,1032,46.85,151,6.85,13,0.59,202,9.17,0,0.0,5,0.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.36,5,0.23,0,0.0,43,1.95,683,31.0,0,0.0,1415,64.23,0,0.0,0,0.0,0,0.0,0,0.0
FARINI,,,,1,0.14,0,0.0,0,0.0,10,1.38,127,17.57,0,0.0,1,0.14,15,2.07,27,3.73,6,0.83,0,0.0,415,57.4,13,1.8,6,0.83,60,8.3,0,0.0,2,0.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.83,188,26.0,0,0.0,512,70.82,0,0.0,0,0.0,0,0.0,0,0.0
FERRIERE,,,,1,0.16,0,0.0,0,0.0,7,1.09,107,16.64,1,0.16,6,0.93,24,3.73,39,6.07,2,0.31,0,0.0,329,51.17,14,2.18,8,1.24,71,11.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.93,188,29.24,0,0.0,432,67.19,0,0.0,0,0.0,0,0.0,0,0.0
FIORENZUOLA D'ARDA,,,,45,0.61,17,0.23,0,0.0,287,3.87,1835,24.72,15,0.2,56,0.75,179,2.41,300,4.04,83,1.12,0,0.0,2792,37.61,297,4.0,116,1.56,743,10.01,0,0.0,31,0.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27,0.36,20,0.27,0,0.0,244,3.29,2839,38.25,0,0.0,4094,55.15,0,0.0,0,0.0,0,0.0,0,0.0
GAZZOLA,,,,5,0.41,11,0.9,0,0.0,49,4.0,237,19.36,1,0.08,24,1.96,33,2.7,43,3.51,22,1.8,0,0.0,452,36.93,28,2.29,8,0.65,217,17.73,0,0.0,3,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.25,11,0.9,0,0.0,44,3.59,407,33.25,0,0.0,734,59.97,0,0.0,0,0.0,0,0.0,0,0.0
BAISO,,,,10,0.57,0,0.0,0,0.0,78,4.45,573,32.67,5,0.29,13,0.74,64,3.65,25,1.43,5,0.29,15,0.86,642,36.6,26,1.48,34,1.94,125,7.13,5,0.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.11,0,0.0,0,0.0,63,3.59,764,43.56,16,0.91,854,48.69,0,0.0,0,0.0,0,0.0,0,0.0
BIBBIANO,,,,21,0.38,0,0.0,0,0.0,275,5.01,2049,37.31,16,0.29,44,0.8,328,5.97,175,3.19,122,2.22,60,1.09,1483,27.0,67,1.22,101,1.84,291,5.3,2,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,0.35,0,0.0,0,0.0,232,4.22,3039,55.34,52,0.95,2006,36.53,0,0.0,0,0.0,0,0.0,0,0.0
BORETTO,,,,7,0.27,0,0.0,0,0.0,112,4.32,806,31.08,3,0.12,25,0.96,88,3.39,20,0.77,52,2.01,27,1.04,974,37.56,54,2.08,25,0.96,222,8.56,4,0.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.31,0,0.0,0,0.0,99,3.82,1089,42.0,27,1.04,1305,50.33,0,0.0,0,0.0,0,0.0,0,0.0
BRESCELLO,,,,9,0.34,0,0.0,0,0.0,115,4.3,683,25.52,6,0.22,25,0.93,104,3.89,47,1.76,28,1.05,13,0.49,1172,43.8,48,1.79,34,1.27,211,7.88,7,0.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.3,0,0.0,0,0.0,90,3.36,993,37.11,13,0.49,1515,56.61,0,0.0,0,0.0,0,0.0,0,0.0
CADELBOSCO DI SOPRA,,,,13,0.25,0,0.0,0,0.0,270,5.28,1620,31.7,5,0.1,76,1.49,245,4.79,152,2.97,82,1.6,50,0.98,1594,31.19,105,2.05,83,1.62,294,5.75,61,1.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,0.29,0,0.0,0,0.0,248,4.85,2369,46.35,119,2.33,2210,43.24,0,0.0,0,0.0,0,0.0,0,0.0
CAMPAGNOLA EMILIA,,,,4,0.14,0,0.0,0,0.0,100,3.56,1102,39.2,8,0.28,38,1.35,125,4.45,210,7.47,38,1.35,15,0.53,698,24.83,54,1.92,31,1.1,165,5.87,4,0.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.18,0,0.0,0,0.0,82,2.92,1660,59.05,15,0.53,976,34.72,0,0.0,0,0.0,0,0.0,0,0.0
